くろ,黒,ສີດຳ,sii dam
くろあちあ,クロアチア,ໂກຣອາຊີ,kroo aa xii
くろい,黒い,ດຳ,dam
くろう,苦労,ຍາກ,nyaak
くろう,苦労,ລຳບາກ,lam baak
くろすわーどぱずる,クロス・ワード・パズル,ແກມຕໍ່ໂຕຫນັງສື,kaem toh1 too hnang seu
くわ,鍬,ຈົກ,jok
くわ,鍬,ຈົກຂຸດດິນ,jak hkut din
くわえる,(口に)くわえる,ຄາບ,khaap
くわえる,加える,ຕື່ມ,teum1
くわえる,加える,ເພີ່ມ,pherm1
くわえる,加える,ເພີ່ມເຕີມ,pherm1 term
くわしい,詳しい,ລະອຽດ,la iat
くわしい,詳しい,ຮູ້ດີ,huu2 dii
くわしく,詳しく,ລະອຽດ,la iat
ぐん,（～）郡,ເມືອງ,meuang
ぐんぐん,ぐんぐん,ປົ່ງຂຶ້ນຢ່າງໄວວາ,pong1 hkuen2 yaang1 wai waa
くんしょう,勲章,ເຄື່ອງປະດັບຢົດ,kheuang1 pa dap yot
ぐんじん,軍人,ທະຫານ,tha hhaan
ぐんたい,軍隊,ກອງທັບທະຫານ,kohng thap tha hhaan
ぐんぶ,郡部,ຊົນນະບົດ,xon na bot
ぐんようき,軍用機,ຍົນທະຫານ,nyon tha hhaan
くんれん,訓練,ຝຶກ,hfuek
くんれん,訓練,ອົບຮົມ,op hom
け,毛（=体毛）,ຂົນ,hkon
け,毛（=毛髪）,ຜົມ,hpom
けい,形,ຮູບ,huup
けいいをひょうする,敬意を表する,ໄຫວ້,hvai2
けいえい,経営,ທຸລະກິດ,thu la kit
けいえい,経営,ປະກອບກິດຈະການ,pa kohp kit ja kaan
けいえいしゃ,経営者,ຜູ້ຈັດການ,hpuu2 jat kaan
けいえいしゃ,経営者,ຜູ້ບໍລິຫານ,hpuu2 boh li hhaan
けいかい,警戒,ລະມັດລະວັງ,la mat la wang
けいかく,計画,ໂຄງການ,khoong kaan
けいかん,警官,ນາຍຕຳຫລວດ,naay tam hluat
けいき,景気,ສະພາບເສດຖະກິດ,sa phaap seet hta kit
けいけん,経験,ປະສົບການ,pa sop kaan
けいけん,敬虔,ສັດທາ,sat thaa
けいこう,傾向,ແນວໂນ້ມ,naew noom2
けいこうとう,蛍光灯,ເຮືອນດອກໄຟຟ້າ,heuan dohk fai faa2
けいこうらんぷ,蛍光ランプ,ດອກໄຟຟ້າ,dohk fai faa2
けいこく,渓谷,ເຫວເລິກ,heew loek
けいざい,経済,ເສດຖະກິດ,seet hta kit
けいざいがく,経済学,ເສດຖະສາດ,seet hta saat
けいざいきき,経済危機,ວິກິດທາງເສດຖະກິດ,wi kit thaang seet hta kit
けいざいせいちょう,経済成長,ເສດຖະກິດກ້າວຫນ້າ,seet hta kit kaaw2 hnaa2
けいさつ,警察,ຕຳຫລວດ,tam hluat
けいさつかん,警察官,ນາຍຕຳຫລວດ,naay tam hluat
けいさつしょ,警察署,ສະຖານນີຕຳຫລວດ,sa htaan nii tam hluat
けいさつしょう,警察省,ກະຊວງປ້ອງການຄວາມສະຫງົບ,ka xuang pohng2 kaan kwaam sa hngop
けいさん,計算,ຄິດໄລ່,khit lai1
けいさん,計算,ຄຳນວນ,kham nuan
けいさんき,計算機,ຈັກຄິດໄລ່,jak khit lai1
けいし,軽視,ເບິ່ງຄືວ່າເບົາ,boeng1 kheu waa1 bao
けいしき,形式,ພິທີການ,phi thii kaan
けいじばん,掲示板,ປ້າຍຕິດປະກາດ,paay2 tit pa kaat
けいしゃ,傾斜,ລະດັບຄວາມເນີ້ງ,la dap khwaam nerng2
げいじゅつ,芸術,ສິລະປະ,sii la pa
げいじゅつか,芸術家,ນັກສີລະປິນ,nak sii la pin
げいじゅつひん,芸術品,ສີລະປະກຳ,sii la pa kam
けいたい,携帯,ມືຖື,meu hteu
けいたいでんわ,携帯電話,ໂທລະສັບມືຖື,thoo la sap meu hteu
けいと,毛糸,ໄຫມພົມ,hmai phom
けいど,経度,ເສັ້ນແວງ,sen2 waeng
けいば,競馬,ຊ່ວງມ້າ,xuang1 maa2
けいば,競馬,ແຂ່ງມ້າ,hkaeng1 maa2
けいばじょう,競馬場,ສະຫນາມມ້າ,sa hnaam maa2
けいひ,経費,ຄ່າໃຊ້ຈ່າຍ,khaa1 xay2 jaay1
けいび,警備,ຍາມ,nyaam
けいびいん,警備員,ຄົນຍາມ,khon nyaam
けいひん,景品,ໂບນັດ,boo nat
けいべつ,軽蔑,ດູຖູກ,duu htuuk
けいほうべる,警報ベル,ກະດິ່ງສັນຍານໄຟໄຫມ້,ka ding1 san nyaan fai hmai2
けいまんしょとう,ケイマン諸島,ກາຍມັນ,kaay man
けいむしょ,刑務所,ຄຸກ,khuk
けいむしょにはいる,刑務所に入る,ຕິດຄຸກ,tit khuk
けいやく,契約,ສັນຍາ,san nyaa
けいやくしょ,契約書,ຫນັງສືສັນຍາ,hnang seu san nyaa
けいようし,形容詞,ຄຳຄຸນນາມ,kham khun naam
けいらん,鶏卵,ໄຂ່ໄກ່,hkai1 kai1
けいり,経理,ບັນຊີ,ban xii
けいりょう,計量,ຕວງເບິ່ງ,tuang boeng1
けいりょうかっぷ,計量カップ,ຈອກຕວງ,johk tuang
けいれん,痙攣,ຈັງ,jang
けーき,ケーキ,ເຄັກ,khek
けーぷべるで,ケープ・ベルデ,ກັບແວກ,kap waek
けーぶるかー,カーブル・カー,ລົດເຄເບີ້ນ,lot khee bern2
げーむ,ゲーム,ເກມ,keem
けーん,ケーン,ແຄນ,khaen
けが,怪我,ບາດເຈັບ,baat jep
げか,外科,ຫ້ອງກວດພະຍາດພາຍນອກ,hhohng2 kuat pha nyaat phaay nohk
げかい,外科医,ທ່ານຫມໍກວດພະຍາດພາຍນອກ,thaan1 hmoh kuat pha nyaat phaay nohk
げかしゅじゅつ,外科手術,ການຜ່າຕັດ,kaan hpaa1 tat
げかしゅじゅつい,外科手術医,ແພດຜ່າຕັດ,phaet hpaa1 tet
げき,劇,ລະຄອນ,la khohn
げきじょう,劇場,ໂຮງລະຄອນ,hoong la khohn
げこう,下校,ເລີກໂຮງຮຽນ,lerk hoong hian
けさ,今朝,ມື້ເຊົ້ານີ້,meu2 xao2 nii2
げざい,下剤,ຢາຖ່າຍ,yaa htaay1
けし,ケシ,ດອກຝິ່ນ,dohk hfin1
けし,芥子,ຝິ່ນ,hfin1
けしき,景色,ທິວທັດ,thiw that
けしごむ,消しゴム,ຢາງລຶບ,yaang luep
げじゅん,下旬,ປາຍດືອນ,paay deuan
けしょう,化粧,ແຕ່ງຫນ້າ,taeng1 hnaa2
けしょうひん,化粧品,ເຄື່ອງສໍາອາງ,kheuang1 sam aang
けす,消す,ປິດ,pit
けす,消す,ມອດ,moht
けす,消す,ລຶບ,luep
げすとはうす,ゲスト・ハウス,ເຮືອນພັກ,heuan phak
けずる,削る,ຝານ,hfaan
けた,（なん）桁,(ຈັກ)ແຖວ,htaew
けち,けち,ຂີ້ຖີ່,hkii2 htii1
けちゃっぷ,ケチャップ,ນ້ຳຫນາກເລັ່ນ,nam2 hnaak len1
けつあつ,血圧,ຄວາມດັນ,khwaam dan
けつえき,血液,ເລືອດ,leaut
けつえきがた,血液型,ຫມວດເລືອດ,hmuat leuat
けっか,結果,ຜົນ,hpon
けっか,結果,ຜົນງານ,hpon ngaan
けっかく,結核,ວັນນະໂລກ,wan na look
けっかん,血管,ເສັ້ນເລືອດ,sen2 leuat
げっかん,月刊,ປະຈຳເດືອນ,pa jam deuan
げっきゅう,月給,ເງິນເດືອນ,ngoen deuan
けっきょく,結局,ສຸດທ້າຍ,sut thaay2
げっけい,月経,ຮອບເດືອນ,hohp deuan
けっこう,結構,ແທ້ໆ,thae2 #
けっこん,結婚,ສ້າງຄອບຄົວ,saang2 khohp khua
けっこん,結婚,ແຕ່ງງານ,taeng1 ngaan
けっこんしき,結婚式,ກິນດອງ,kin dohng
けっこんしき,結婚式,ພິທີແຕ່ງງານ,phi thii1 taeng1 ngaan
けっして,決して（～ない）,ບໍ່ເຄີຍ,boh1 khery
けっしん,決心,ຕົກລົງໃຈ,tok long jay
けっせき,欠席,ຂາດ,hkaat
けっせき,欠席,ບໍ່ຢູ່,boh1 yuu1
けっせき,結石,ຫນິ້ວ,hniw2
けっせん,血栓,ກ້ອນເລືອດອຸດຕັນ,hohn2 leuat ut tan
けってい,決定,ຕັດສິນ,tat sin
けってん,欠点,ຈຸດຜິດພາດ,jut hpit phaat
けってん,欠点,ຈຸດອ່ອນ,jut ohn1
げっぷ,月賦,ເງິນດາວ,ngoen daaw
げっぷ,月賦,ເງິນຜ່ອນ,ngoen hpohn1
げっぷ,ゲップ,ເອື້ອມ,euam2
けつまくえん,結膜炎,ໂລກຕາແດງ,look taa daeng
げつめんきち,月面基地,ຖານທັບເທິງດວງຈັນ,htaan thap thoeng duang jan
げつよう,月曜（日）,ວັນຈັນ,wan jan
けつろん,結論,ບົດສະຫລຸບ,bot sa hlup
けども,けど（も）,ແຕ່ວ່າ,tae1 waa1
けなす,けなす,ຕິ,ti
けなす,けなす,ຕິຊົມ,ti xom
けにあ,ケニア,ເກນຢາ,keen yaa
げねつざい,解熱剤,ຢາດີໄຂ້,yaa dii hkai2
けむり,煙,ຄວັນ,khwan
けむり,煙,ຄັວນ,khua'n
けもの,獣,ສັດໃຫຍ່,sat hyay1
げり,下痢,ຖອກທ້ອງ,htohk thohng2
げり,下痢,ໂລກຂີ້ຮາກ,look hkii2 haak
げりどめ,下痢止め,ຢາດີເຈັບທ້ອງ,yaa dii jep thohng2
ける,蹴る,ເຕະ,te
けれども,けれど（も）,ແຕ່,tae1
けれども,けれど（も）,ແຕ່ວ່າ,tae1 waa1
けん,（何）軒,(ຈັກ)ຫລັງ,hlang
けん,剣,ດາບ,daap
けん,券,ປີ້,pii2
けん,県,ແຂວງ,hkwaeng
げんいん,原因,ສາເຫດ,saa hheet
けんか,喧嘩,ຕີກັນ,tii kan
けんか,喧嘩,ຜິດກັນ,hpit kan
けんがく,見学,ທັດສະນະສຶກສາ,that sa na suek saa
げんかん,玄関,ປະຕູຫນ້າ,pa tuu hnaa2
げんき,元気,ກຳລັງ,kam lang
げんき,元気,ສະບາຍດີ,sa baay dii
げんき,元気,ແຂງແຮງດີ,hkaeng haeng dii
げんきですか,（お）元気ですか,ສະບາຍດີບໍ,sa baay dii boh
げんきですか,（お）元気ですか,ແຂງແຮງດີບໍ່,hkaeng haeng dii boh1
けんきゅう,研究,ຄົ້ນຄວ້າ,khon2 khwaa2
けんきゅう,研究,ວິໄຈ,wi jai
けんきゅうしょ,研究所,ສະຖາບັນ,sa htaa ban
げんきん,現金,ເງິນສົດ,ngoen sot
げんご,言語,ພາສາ,phaa saa
けんこう,健康,ສຸຂະພາບ,su hka phaap
けんこうこつ,肩甲骨,ກະດູກບ່າ,kaduuk baa1
けんこうしんだん,健康診断,ກວດສຸຂະພາບ,kuat su hka phaap
げんごがく,言語学,ພາສາສາດ,phaa saa saat
けんさ,検査,ກວດ,kuat
げんざい,現在,ປະຈຸບັນ,pa ju ban
げんざんち,原産地,ບ່ອນຜະລິດ,bohn1 hpa lit
けんじ,検事,ໄອຍະການ,ai nya kaan
げんじつ,現実,ແທ້ຈິງ,thae2 jing
げんしばくだん,原子爆弾,ລະເບີດປະລະມານູ,la bert pa la maa nuu
けんしゅう,研修,ສຶກສາ,suek saa
けんしゅう,研修,ເຝິກງານ,hfoek ngaan
けんじゅう,拳銃,ປືນພົກ,peun phok
げんしょう,現象,ປະກົດການ,pa kot kaan
げんしりょく,原子力,ປະລຳມະນູ,pa lam ma nuu
げんしりょくはつでんしょ,原子力発電所,ໂຮງໄຟຟ້າປະລຳມະນູ,hoong fai faa2 pa la ma nuu
けんしん,検診,ກວດໂລກ,kuat look
けんせつ,建設,ກໍ່ສ້າງ,koh1 saang2
けんせつぎょう,建設業,ບໍລິສັດກໍ່ສ້າງ,boh li sat koh1 saang2
けんせつしょう,建設省,ກະຊວງກໍ່ສ້າງ,ka xuang koh1 saang2
げんぞう,現像,ລ້າງຮູບ,laang2 huup
げんぞく,還俗,ສິກ,sik
げんだい,現代,ຊູ່ມື້ນີ້,xuu1 meu2 nii2
けんちく,建築,ກໍ່ສ້າງ,koh1 saang2
けんちくか,建築家,ສະຖາປານິກ,sa htaa paa nik
けんちくぎし,建築技師,ຊ່າງກໍ່ສ້າງ,xaang1 koh1 saang2
げんてい,限定,ກຳນົດເກນ,kam not keen
けんばん,鍵盤,ແປ້ນພິມ,paen2 phim
けんびきょう,顕微鏡,ກ້ອງຈຸລະທັດ,kohng2 ju la that
けんぶつ,見物,ເບິ່ງ,boeng1
けんぽう,憲法,ລັດຖະທຳມະນູນ,lat hta tham ma nuun
けんやく,倹約,ປະຫຍັດ,pa hyat
げんゆ,原油,ນ້ຳມັດິບ,nam2 man dip
けんり,権利,ສິດທິ,sit thi
けんり,権利,ອຳນາດ,am naat
げんりゅう,源流,ຍອດຫ້ວຍ,nyoht huay2
けんりょくしゃ,権力者,ເຈົ້າຫນ້າທີ່,jao2 hnaa2 thii1
こ,（何）個,(ຈັກ)ກ້ອນ,kohn2
こ,（何）個,(ຈັກ)ຫມ່ວຍ,hmuay1
こ,（何）個,(ຈັກ)ອັນ,an
こ,子,ລູກ,luuk
こ,粉,ແປ້ງ,paeng2
ご,語,ຄຳສັບ,kham sap
ご,語,ພາສາ,phaa saa
ご,後,ຫລັງຈາກ~,hlang jaak
ご,五（５）,ຫ້າ,hhaa2
こあら,コアラ,ຫມີໂຄອາລາ,hmii khoo aa laa
こあら,コアラ,ໂຕຄົວລ້າ,too khua laa1
こい,恋,ຄວາມຮັກ,khwaam hak
こい,恋,ຫລົງຮັກ,hlong hak
こい,濃い,ເຂັ້ມ,hkem2
ごい,語彙,ຄຳສັບ,kham sap
こいいろ,濃い色,ສີເຂັ້ມ,sii hkem2
こいし,小石,ຫິນແຮ່,hhiin hae1
こいしい,恋しい,ຄິດຮອດ,khit hoht
こいしくおもう,恋しく・思う,ຄຶດຮອດ,khuet hoht
こいびと,恋人,ແຟນ,faen
こいん,コイン,ຫລຽນ,hlian
こいん,コイン,ເງິນຫລຽນ,ngoen hlian
こう,（第～）項,ຂໍ້(ທີ່~),hkoh2
こう,請う,ຂໍຮ້ອງ,hkoh hohng2
こう,[こそあど],ຢ່າງນີ້,yaang1 nii2
こう,[こそあど],ແນວນີ້,naew nii2
こうい,行為,ການປະຕິບັດ,kaan pa ti bat
ごうい,合意,ຕົກລົງ,tok long
ごうい,合意,ເຫັນດີນໍາ,hhen dii nam
こういう,[こそあど],ຊະນິດນີ້,xa nit nii2
こういしつ,更衣室,ຫ້ອງແຕ່ງຕົວ,hhohng2 taeng1 tua
こういった,[こそあど],ຊະນິດນີ້,xa nit nii2
こういん,工員,ກຳມະກອນ,kam ma kohn
こううん,幸運,ໂຊກດີ,xook dii
こうえん,公園,ສວນ,suan
こうえん,公園,ສວນສາທາລະນະ,suan saa thaa la na
こうか,効果,ຜົນກະທົບ,hpon ka thop
こうか,降下,ລົງໄປ,long pai
こうか,硬貨,ຫລຽນ,hlian
こうかい,後悔,ເສຍໃຈ,sia jay
こうがい,郊外,ນອກເມືອງ,nohk meuang
こうがい,口蓋,ເຫງືອກ,hngeuak
こうかきょう,高架橋,ຂົວລອຍ,hkua lohy
こうがく,工学,ວິທະຍາສາດ,wi tha nyaa saat
ごうかく,合格,ເສັງຜ່ານ,seng hpaan1
ごうかく,合格,ເສັງໄດ້,seng dai2
こうかん,交換,ປ່ຽນ,pian1
こうかん,交換,ແລກປ່ຽນ,laek pian1
こうがん,睾丸,ຫຳ,hham
ごうかん,強姦,ຂົ່ມຂືນ,hkom1 hkeun
こうぎ,抗議,ຄັດຄ້ານ,khat khaan2
こうぎ,講義,ສອນຫນັງສື,sohn hnang seu
こうきしん,好奇心,ຄວາມຮູ້ສຶກຢາກເຫັນ,khwaam huu2 suek yaak hhen
こうぎょう,工業,ອຸດສະຫະກຳ,ut sa hha kam
こうぎょうえねるぎーしょう,鉱業エネルギー省,ກະຊວງພະລັງງານ-ບໍ່ແຮ່,ka xuang pha lang ngaan boh1 hae1
こうきょうじぎょうしょう,公共事業省,ກະຊວງຄົມມະນາຄົມ-ຂົນສົ່ງ-ໄປສະນີ-ກໍ່ສ້າງ,ka xuang khom ma naa khom hkon song1 pai sa nii
こうぐ,工具,ເຄື່ອງມື,kheuang1 meu
こうくう,（～）航空,ສາຍການບິນ,saay kaan biin
こうくうがいしゃ,航空会社,ບໍລິສັດສາຍການບິນ,boh li sat saay kaan biin
こうくうけん,航空券,ປີ້ຍົນ,pii2 nyon
こうくうびん,航空便,ໄປສະນີທາງອາກາດ,pai sa nii thaang aa kaat
ごうけい,合計,ທັງຫມົດ,thang hmot
ごうけい,合計,ລວມ,luam
こうけつあつ,高血圧,ຄວາມກົດດັນສູງ,khwaam kot dan suung
こうけんにん,後見人,ຜູ້ອະນຸບານ,hpuu2 a nu baan
こうご,口語,ຄຳເວົ້າ,kham wao2
こうご,口語,ພາສາເວົ້າ,phaa saa wao2
こうこう,高校,ໂຮງຮຽນມັດທະຍົມປາຍ,hoong hian mat tha nyom paay
こうこういちねんせい,高校一年生,ນັກຮຽນ ມ,nak hian moh haa2
こうこうせい,高校生,ນັກຮຽນມັດທະຍົມປາຍ,nak hian mat tha nyom paay
こうこがく,考古学,ບູຮານຄະດີ,buu haan kha dii
こうこく,広告,ໂຄສະນາ,khoo sa naa
こうざ,口座,ບັນຊີ,ban xii
こうさい,交際,ຄົບກັນໄປ,khop kan pai
こうさてん,交差点,ທາງສີ່ແຍກ,thaang sii1 nyaek
こうざん,鉱山,ບໍ່ແຮ່,boh1 hae1
こうし,講師,ອາຈານ,aa jaan
こうじ,工事,ກໍ່ສ້າງ,koh1 saang2
こうしき,公式,ທາງການ,thaang kaan
こうしき,公式,ສູດ,suut
こうした,[こそあど],ຊະນິດນີ້,xa nit nii2
こうじちゅう,工事中,ກຳລັງກໍ່ສ້າງ,kam lang koh1 saang2
こうして,[こそあど],ເຊັ່ນນີ້,xen1 nii2
こうしゃ,校舎,ອາຄານໂຮງຮຽນ,aa khaan hoong hian
こうしゅう,公衆,ສາທາລະນະ,saa thaa la na
こうしゅうでんわ,公衆電話,ໂທລະສັບສາທາລະນະ,thoo la sap saa thaa la na
こうしゅうといれ,公衆トイレ,ຫ້ອງນ້ຳສາທາລະນະ,hhohng2 nam2 saa thaa la na
こうしょう,交渉,ຕິດຕໍ່ເຈລະຈາ,tit toh1 jee la jaa
こうじょう,工場,ໂຮງງານ,hoong ngaan
こうしん,行進,ເດີນສວນສະຫນາມ,dern suan sa hnaam
こうしんりょう,香辛料,ເຄື່ອງເທດ,kheuang1 theet
こうすい,香水,ນ້ຳຫອມ,nam2 hhohm
こうずい,洪水,ນ້ຳຖ້ວມ,nam2 htuam2
こうせき,鉱石,ສິນແຮ່,sin hae1
こうぞう,構造,ໂຄງສ້າງ,khoong saang2
こうそうびる,高層ビル,ຕຶກສູງ,tuek suung
こうそくどうろ,高速道路,ທາງດ່ວນ,thaang duan1
こうそくどうろ,高速道路,ທານຫລວງ,thaang hluang
こうたい,交替,ປ່ຽນຜຽນ,pian1 hpian
こうたいし,皇太子,ເຈົ້າຊາຍ,jao2 xaay
こうちし,後置詞,ຄຳລົງທ້າຍ,kham long thaay2
こうちゃ,紅茶,ນ້ຳຊາຝະລັ່ງ,nam2 xaa hfa lang1
こうちょう,校長,ອຳນວຍການໂຮງຮຽນ,am nuay kaan hoong hian
こうつう,交通,ຈາລະຈອນ,jaa la john
こうつうきそく,交通規則,ກົດຈາລະຈອນ,kot jaa la john
こうつうじこ,交通事故,ອຸບັດຕິເຫດຕາມທ້ອງຖະຫນົນ,u bat ti hheet taam thohng2 hta hnon
こうてい,肯定,ຢືນຢັນ,kheun yan
こうてい,皇帝,ເຈົ້າຈັກກະພັດ,jao2 jak ka phat
こうていぶん,肯定文,ປະໂຫຍກບອກເລົ່າ,pa hyook bohk lao1
こうどう,公道,ຖະຫນົນຫລວງ,hta hnon hluang
こうどう,行動,ປະຕິບັດ,pa ti bat
ごうとう,強盗,ປຸ້ນ,pun2
ごうとう,強盗,ໂຈນ,joon
ごうどう,合同,ຮ່ວມກັນ,huam1 kan
こうとうがっこう,高等学校,ໂຮງຮຽນມັດທະຍົມອຸດົມ,hoong hian mat tha nyom u dom
こうば,工場,ໂຮງງານ,hoong ngaan
こうはい,後輩,ລຸ້ນນ້ອງ,lun2 nohng2
こうばん,交番,ປ້ອມຍາມຕຳຫລວດ,pohm2 nyaam tam hluat
こうふく,幸福,ຄວາມສຸກ,khwaam suk
こうふん,興奮,ຕື່ນເຕັ້ນ,teun1 ten2
こうぶんしょ,公文書,ເອກະສານທາງລັດຖະການ,ee ka saan thaang lat hta kaan
こうへい,公平,ຍຸດຕິທຳ,nyut ti tham
ごうまん,傲慢,ຂີ້ຄຸຍ,hkii2 khuy
こうむいん,公務員,ພະນັກງານ,pha nak ngaan
こうもく,項目,ລາຍການ,laay kaan
こうもり,コウモリ,ເຈຍ,jia
こうもん,肛門,ຂ່ອງທວານຫນັກ,hkohng1 thwaan hnak
こうもん,校門,ປະຕູໂຮງຮຽນ,pa tuu hoong hian
こうもん,肛門,ຮູຂີ້,huu hkii2
こうやって,[こそあど],ຈັ່ງນີ້,jang1 nii2
こうら,（亀の）甲羅,ອອງ(ເຕົ່າ),ohng tao1
こうり,小売,ຂາຍຍ່ອຍ,hkaay nyohy1
こうりつ,公立,ຫລວງ,hluang
こうりゅう,交流（=ＡＣ）,ກະແສໄຟຟ້າສະຫລັບ,ka se' fai faa2 sa hlap
こうりゅう,交流,ແລກປ່ຽນທັດຊະນະ,laek pian1 that sa na
こうりょう,考慮,ພິຈາລະນາ,phi jaa la naa
こえ,肥,ປຸ໋ຍ,puy4
こえ,声,ສຽງ,siang
こえ,声,ສຽງເວົ້າ,siang wao2
こえび,小えび/コエビ,ກຸ້ງນ້ອຍ,kung2 nohy2
こえる,越える,ເກີນ,kern
こーと,コート,ເດີ່ນ,dern1
こーと,コート,ເສື້ອຄຸມ,seua2 khum
こーとじぼわーる,コート・ジボワール,ກົດດີວົວ,kot dii wua
こーひー,コーヒー,ກາເຟ,kaa fee
こーひーかっぷ,コーヒー・カップ,ຈອກກາເຟ,johk kaa fee
こーら,コーラ,ໂຄ້ກ,khook2
こーらん,コーラン,ຄໍາພີຂອງສາສະຫລາອິດສະລາມ,kham phi hkohng saa sa hlaa it sa laam
こおり,氷,ນ້ຳກ້ອນ,nam2 kohn2
こおる,凍る,ກາຍເປັນນ້ຳກ້ອນ,kaay pen nam2 kohn2
こーんすたーち,コーン・スターチ,ແປ້ງເຂົ້າໂພດ,paeng2 hkao2 phoot
ごかい,誤解,ເຂົ້າໃຈຜິດ,hkao2 jay hpit
こかいん,コカイン,ໂຄເຄນ,khoo kheen
こかこーら,コカ・コーラ,ໂຄກ,khook
ごがつ,５月,ພຶດສະພາ,phuet sa phaa
ごがつ,５月,ເດືອນພຶດສະພາ,deuan phuet sa phaa
ごがつ,５月,ເດືອນຫ້າ,deuan hhaa2
ごきげんいかがですか,ご機嫌いかがですか,ສະບາຍດີບໍ,sa baay dii boh
こぎって,小切手,ໃບເຊັກ,bay xek
ごきぶり,ゴキブリ,ແມງສາບ,maeng saap
こきゃく,顧客,ລູກຄ້າ,luuk khaa2
こきゅう,呼吸,ຫາຍໃຈ,hhaay jay
こきゅうきかん,呼吸器官,ອະໄວຍະວະຫາຍໃຈ,a wai nya wa hhaay jay
こきょう,故郷,ບ້ານເກີດ,baan2 kert
こぐ,（舟を）漕ぐ,ພາຍ(ເຮືອ),phaay
こくえいきぎょう,国営企業,ລັດຖະວິສາຫະກິດ,lat hta wi saa hha kit
こくおう,国王,ເຈົ້າຊີວິດ,jao2 xii wit
こくがい,国外,ຕ່າງປະເທດ,taang1 pa theet
こくご,国語,ພາສາຂອງປະເທດ,phaa saa hkohng pa theet
こくさい,国際,ລະຫວ່າງປະເທດ,la hwaang1 pa theet
こくさいうんてんめんきょしょう,国際運転免許証,ໃບຂັບຂີ່ສາກົນ,bay hkap hkii1 saa kon
こくさいてき,国際的,ທົ່ວໂລກ,thua1 look
こくさいでんわ,国際電話,ໂທຕ່າງປະເທດ,thoo taang1 pa theet
こくさいゆうびん,国際郵便,ຈົດຫມາຍຕ່າງປະເທດ,jot hmaay taang1 pa theet
こくじん,黒人,ຄົນຜີວດຳ,khon hpiiw dam
こくせき,国籍,ສັນຊາດ,san xaat
こくそ,告訴,ຟ້ອງຮ້ອງ,fohng2 hohng2
こくてん,黒点,ຈຸດດັບໃນດວງຕາເວັນ,jit dap nay duang taa wen
こくどう,国道,ທາງຫລວງ,thaang hluang
こくない,国内,ໃນປະເທດ,nay pa theet
こくはく,告白,ສາລະພາບ,saa la phaap
こくばん,黒板,ກະດານດຳ,ka daan dam
こくばんけし,黒板消し,ຟອຍລືບກະດານ,fohy leup ka daan
こくぼうしょう,国防省,ກະຊວງປ້ອງກັນປະເທດ,ka xuang pohng2 kan pa theet
こくみん,国民,ປະຊາຊົນ,pa xaa xon
こくりつ,国立,ແຫ່ງຊາດ,hhaeng1 xaat
こくりつきょうぎじょう,国立競技場,ສະຫນາມກິລາແຫ່ງຊາດ,sa hnaam ki laa hhaeng1 xaat
こくりつこうえん,国立公園,ສວນແຫ່ງຊາດ,suan hhaeng1 xaat
こくりつだいがく,国立大学,ມະຫາວິທະຍາໄລຂອງລັດ,ma hhaa wi tha nyaa lai hkohng lat
こくれん,国連,ສະຫະປະຊາຊາດ,sa hha pa xaa xaat
ごくろうさま,ご苦労様,ຂອບໃຈເດີ້,hkohp jay der2
こけ,苔/コケ,ໄຄຫີນ,khai hhiin
こげる,焦げる,ໄຫມ້,hmai2
ここ,[こそあど],ທີ່ນີ້,thii1 nii2
ここ,[こそあど],ບ່ອນນີ້,bohn1 nii2
ここ,[こそあど],ພີ້,phii2
ごこ,５個,ຫ້າອັນ,hhaa2 an
ごご,午後,ຕອນທ່ຽງ,tohn thiang1
ごご,午後,ຕອນບ່າຍ,tohn baay1
ここあ,ココア,ໂກໂກ້,koo koo2
ごこううんを,ご幸運を,ໂຊກດີ,xook dii
ここで,[こそあど],ຢູ່ນີ້,yuu1 nii2
ここなつ,ココナツ,ຫມາກພ້າວ,hmaak phaaw2
ここに,[こそあど],ຢູ່ນີ້,yuu1 nii2
ここのか,９日,ວັນທີເກົ້າ,wan thii kao2
ここのつ,九つ,ເກົ້າອັນ,kao2 an
こころ,心,ຫົວໃຈ,hhua jay
こころ,心,ໃຈ,jay
こころがいたい,心が痛い,ເຈັບໃຈ,jep jay
こころがせまい,心が狭い,ໃຈນ້ອຍ,jay nohy2
こころがせまい,心が狭い,ໃຈແຄບ,jay khaep
こころがわり,心変わり,ປ່ຽນໃຈ,pian1 jay
こころざし,志,ຄວາມທະເຍີທະຍານ,khwaam tha nyer tha nyaan
こころみる,試みる,ລອງເບິ່ງ,lohng boeng1
ござ,ゴザ,ສາດ,saat
ございます,ございます,ມີ,mii
ございます,（～で）ございます,ເປັນ,pen
こさくりょう,小作料,ຄ່າເຊົ່ານາ,khaa1 xao1 naa
こし,腰,ແອວ,aew
ごじ,５時,ຫ້າໂມງ,hhaa2 moong
こしかける,腰掛ける,ນັ່ງລົງ,nang1 long
ごじかん,５時間,ຫ້າຊົ່ວໂມງ,hhaa2 xua1 moong
こじき,乞食,ຄົນຂໍທານ,khon hkoh thaan
ごじつ,後日,ມື້ຫນ້າ,meu2 hnaa2
ごしゅじん,ご主人,ຜົວ,hpua
こしょう,胡椒/コショウ,ພິກໄທ,phik thia
こしょう,故障,ເພ,phee
こじん,個人,ສ່ວນຕົວ,suan1 tua
